gene_symbol,gene_name,regulation,entrez_id,p_value,BH_adjusted_p_value,bonferroni_p_value,probe_id,X,probe_name,is_reannotated,chromosome
DLEC1,DLEC1 cilia and flagella associated protein,Up,9940,0.09477349879095404,0.3482795658321518,1,1022537,9701,A_23_P18282,FALSE,chr3
FAM182B,family with sequence similarity 182 member B,Down,728882,0.09480843305968258,0.34828013523832035,1,1015219,3883,A_23_P166147,FALSE,chr20
RGS6,regulator of G protein signaling 6,Down,9628,0.09484337764563033,0.3482807421134368,1,1048338,32774,A_23_P205666,FALSE,chr14
TLR1,toll like receptor 1,Up,7096,0.09494818688797826,0.3484118673000341,1,1050744,34890,A_23_P10873,FALSE,chr4
PER2,period circadian regulator 2,Down,8864,0.09498325920071056,0.3484118673000341,1,1025125,11884,A_23_P209320,FALSE,chr2
CTNNA1,catenin alpha 1,Down,1495,0.0950182554020764,0.3484118673000341,1,1057855,40544,A_24_P80633,FALSE,chr5
SDR16C5,short chain dehydrogenase/reductase family 16C member 5,Down,195814,0.0950182554020764,0.3484118673000341,1,1033631,19360,A_24_P317708,FALSE,chr8
RASAL3,RAS protein activator like 3,Up,64926,0.0950532619323897,0.34841265190005505,1,1015620,4193,A_23_P79069,FALSE,chr19
ARHGAP20,Rho GTPase activating protein 20,Up,57569,0.09508827879360496,0.3484134737794219,1,1040559,25751,A_23_P422933,FALSE,chr11
FBXL12,F-box and leucine rich repeat protein 12,Down,54850,0.09512330598767657,0.34841433290438667,1,1042611,27594,A_23_P78554,FALSE,chr19
CORO2A,coronin 2A,Up,7464,0.09529859701927856,0.3489287570570587,1,1050360,34578,A_23_P135061,FALSE,chr9
ATP13A3,ATPase 13A3,Down,79572,0.09540389575758182,0.34918662723553523,1,1039217,24518,A_23_P155185,FALSE,chr3
TUT7,terminal uridylyl transferase 7,Down,79670,0.0955444389906343,0.34957325979255094,1,1028815,15083,A_24_P68275,FALSE,chr9
PNMA1,PNMA family member 1,Up,9240,0.09557960068965635,0.3495741860139586,1,1048812,33189,A_23_P99771,FALSE,chr14
ITGB5,integrin subunit beta 5,Up,3693,0.09572035110738257,0.34970579933941226,1,1054923,38316,A_23_P166633,FALSE,chr3
MRO,maestro,Down,83876,0.09572035110738257,0.34970579933941226,1,1013053,2092,A_32_P49309,FALSE,chr18
APOE,apolipoprotein E,Up,348,0.09572035110738257,0.34970579933941226,1,1067762,47400,A_24_P788772,FALSE,chr19
KIFAP3,kinesin associated protein 3,Up,22920,0.09575556462698974,0.34970686512570215,1,1046173,30832,A_23_P62920,FALSE,chr1
SFI1,SFI1 centrin binding protein,Down,9814,0.09600234973294214,0.3504803245445434,1,1024460,11324,A_23_P80278,FALSE,chr22
ENG,endoglin,Up,2022,0.09603764626704009,0.35048141024713536,1,1018816,6668,A_23_P83328,FALSE,chr9
SLC24A4,solute carrier family 24 member 4,Down,123041,0.09607295318673617,0.3504825330462572,1,1027232,13689,A_23_P503010,FALSE,chr14
MYO7A,myosin VIIA,Down,4647,0.09610827049398289,0.35048369290850134,1,1011340,774,A_23_P98786,FALSE,chr11
HOOK1,hook microtubule tethering protein 1,Up,51361,0.09617893627893714,0.35061371237614725,1,1043473,28370,A_23_P114879,FALSE,chr1
RHOJ,ras homolog family member J,Up,57381,0.09628501291180297,0.35087267805633,1,1040705,25878,A_24_P82032,FALSE,chr14
RBM4B,RNA binding motif protein 4B,Down,83759,0.09632039258534886,0.3508739219169456,1,1038032,23407,A_23_P1638,FALSE,chr11
PDSS1,decaprenyl diphosphate synthase subunit 1,Down,23590,0.09639118313803777,0.3510041119797492,1,1045514,30225,CUST_8416_PI416261804,FALSE,chr10
KHDC4,"KH domain containing 4, pre-mRNA splicing factor",Down,22889,0.0964265940210843,0.3510054207659536,1,1025907,12568,A_23_P74467,FALSE,chr1
TCEA2,transcription elongation factor A2,Up,6919,0.09649744701033962,0.3511356956255599,1,1026326,12946,A_23_P147641,FALSE,chr20
SULF2,sulfatase 2,Up,55959,0.09656834164348796,0.35126602732215345,1,1016974,5197,A_23_P154605,FALSE,chr20
COMMD7,COMM domain containing 7,Up,149951,0.09663927793614,0.3513964158505831,1,1034448,20104,A_32_P141724,FALSE,chr20
SEC23A,"Sec23 homolog A, coat complex II component",Up,10484,0.09667476170965802,0.3513978452851236,1,1047349,31879,A_23_P140170,FALSE,chr14
EIF1,eukaryotic translation initiation factor 1,Up,10209,0.09678127556239279,0.3515298126520861,1,1047695,32195,A_32_P53049,FALSE,chr17
RAP2A,"RAP2A, member of RAS oncogene family",Down,5911,0.09678127556239279,0.3515298126520861,1,1068781,47167,A_23_P151376,FALSE,chr13
SNX21,sorting nexin family member 21,Up,90203,0.09692344001395946,0.3519185381797643,1,1021044,8492,A_24_P117177,FALSE,chr20
CEP44,centrosomal protein 44,Down,80817,0.09703017290684764,0.35217838038752164,1,1014178,3023,CUST_11619_PI416261804,FALSE,chr4
LINC00467,long intergenic non-protein coding RNA 467,Up,84791,0.09710138036670209,0.3523091387652734,1,1037799,23186,A_23_P1014,TRUE,chr1
DNASE1L1,deoxyribonuclease 1 like 1,Up,1774,0.09713699976185876,0.3523107264090017,1,1057593,40306,A_23_P85164,FALSE,chrX
COL16A1,collagen type XVI alpha 1 chain,Up,1307,0.09717262960310166,0.3523123507767777,1,1058060,40728,A_23_P160318,FALSE,chr1
NTN4,netrin 4,Down,59277,0.09724392063164629,0.3523192148329353,1,1040275,25482,A_23_P204630,FALSE,chr12
MSTO1,misato mitochondrial distribution and morphology regulator 1,Up,55154,0.0973152534679348,0.3523192148329353,1,1042232,27247,A_23_P630,FALSE,chr1
LANCL2,LanC like 2,Down,55915,0.0973152534679348,0.3523192148329353,1,1041424,26505,A_23_P82642,FALSE,chr7
ZFYVE16,zinc finger FYVE-type containing 16,Down,9765,0.0973152534679348,0.3523192148329353,1,1020160,7731,A_23_P7543,FALSE,chr5
PRKCG,protein kinase C gamma,Up,5582,0.09745804462613203,0.3525812351467074,1,1052690,36396,CUST_524_PI416408490,FALSE,chr19
ZNF710,zinc finger protein 710,Up,374655,0.09745804462613203,0.3525812351467074,1,1031643,45170,CUST_218_PI416573500,FALSE,chr15
DNAAF2,dynein axonemal assembly factor 2,Down,55172,0.09749376856989068,0.3525830980349893,1,1019594,7270,A_23_P14493,FALSE,chr14
WDR61,WD repeat domain 61,Up,80349,0.09756524785610415,0.35258693324829554,1,1038488,23835,A_23_P49021,FALSE,chr15
MLST8,"MTOR associated protein, LST8 homolog",Up,64223,0.09756524785610415,0.35258693324829554,1,1039929,25164,A_23_P26444,FALSE,chr16
NLN,neurolysin,Down,57486,0.09770833207788884,0.35259504051458695,1,1040639,25822,CUST_7647_PI416261804,FALSE,chr5
FMO5,flavin containing dimethylaniline monoxygenase 5,Up,2330,0.09770833207788884,0.35259504051458695,1,1014129,2984,CUST_9741_PI416261804,FALSE,chr1
C21orf62-AS1,C21orf62 antisense RNA 1,Down,54067,0.09770833207788884,0.35259504051458695,1,1012463,1616,CUST_9410_PI416261804,FALSE,chr21
IL17RA,interleukin 17 receptor A,Down,23765,0.09770833207788884,0.35259504051458695,1,1063440,42914,A_32_P103815,TRUE,chr22
ELP4,elongator acetyltransferase complex subunit 4,Down,26610,0.09781575524880369,0.3528555378463689,1,1044792,29561,A_23_P24623,FALSE,chr11
CD9,CD9 molecule,Down,928,0.09792327276781279,0.35301017900297277,1,1058475,41073,A_23_P76364,FALSE,chr12
CNIH3,cornichon family AMPA receptor auxiliary protein 3,Up,149111,0.09799500355540443,0.35301017900297277,1,1034483,20135,A_23_P384044,FALSE,chr1
SIDT1,SID1 transmembrane family member 1,Up,54847,0.09803088468752036,0.35301017900297277,1,1042617,27600,A_23_P132515,FALSE,chr3
FOXF2,forkhead box F2,Up,2295,0.09806677631444698,0.35301017900297277,1,1056961,39798,A_23_P110957,FALSE,chr6
NDUFB6,NADH:ubiquinone oxidoreductase subunit B6,Up,4712,0.09810267843813217,0.35301017900297277,1,1053816,37370,A_23_P43613,FALSE,chr9
C10orf143,chromosome 10 open reading frame 143,Up,387723,0.09810267843813217,0.35301017900297277,1,1065635,43451,A_32_P195756,TRUE,chr10
DTX1,deltex E3 ubiquitin ligase 1,Up,1840,0.09821044780921674,0.35301017900297277,1,1057457,40227,A_24_P290751,FALSE,chr12
SEMA7A,semaphorin 7A (John Milton Hagen blood group),Down,8482,0.09821044780921674,0.35301017900297277,1,1049660,33942,A_23_P106389,FALSE,chr15
DBN1,drebrin 1,Up,1627,0.09821044780921674,0.35301017900297277,1,1024750,11567,A_24_P97849,FALSE,chr5
G3BP1,G3BP stress granule assembly factor 1,Down,10146,0.09824639193941333,0.35301017900297277,1,1047776,32266,A_23_P336479,FALSE,chr5
RPS6KA3,ribosomal protein S6 kinase A3,Down,6197,0.09824639193941333,0.35301017900297277,1,1026951,13438,A_32_P517749,FALSE,chrX
CETN2,centrin 2,Up,1069,0.09839027354463932,0.35314702483011406,1,1058305,40919,A_23_P73493,FALSE,chrX
LAMP2,lysosomal associated membrane protein 2,Down,3920,0.09839027354463932,0.35314702483011406,1,1054628,38053,A_23_P217447,FALSE,chrX
TEKT4,tektin 4,Down,150483,0.09839027354463932,0.35314702483011406,1,1034404,20064,A_32_P231179,FALSE,chr2
SLC16A7,solute carrier family 16 member 7,Down,9194,0.09864247122873003,0.3537986056176585,1,1048859,33233,A_23_P117059,FALSE,chr12
LIN7C,"lin-7 homolog C, crumbs cell polarity complex component",Down,55327,0.09864247122873003,0.3537986056176585,1,1041984,27021,A_23_P139277,FALSE,chr11
CCSAP,"centriole, cilia and spindle associated protein",Down,126731,0.09867854156539266,0.3538012585878418,1,1035545,21107,A_23_P366908,FALSE,chr1
PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q,Up,9091,0.09878681576232026,0.3540626961502774,1,1048994,33344,A_23_P502609,FALSE,chr16
RPS7,ribosomal protein S7,Down,6201,0.09882292823009668,0.35406540368378825,1,1069388,47481,A_24_P127181,TRUE,chr2
BLM,BLM RecQ like helicase,Down,641,0.09893132886707194,0.35420597992387803,1,1058823,41385,A_23_P88630,FALSE,chr15
PSMC6,"proteasome 26S subunit, ATPase 6",Up,5706,0.09900364867255189,0.35420597992387803,1,1052535,45812,A_32_P7118,FALSE,chr14
MRPL17,mitochondrial ribosomal protein L17,Up,63875,0.09900364867255189,0.35420597992387803,1,1040139,25359,A_23_P87257,FALSE,chr11
SNTG2,syntrophin gamma 2,Up,54221,0.09900364867255189,0.35420597992387803,1,1028254,14632,A_23_P251132,FALSE,chr2
SEC61A1,SEC61 translocon alpha 1 subunit,Up,29927,0.09903982439537776,0.35420885767689747,1,1044171,29001,A_23_P212458,FALSE,chr3
SMOC1,SPARC related modular calcium binding 1,Up,64093,0.09914841486754442,0.3544706270916065,1,1021914,9183,A_24_P150466,FALSE,chr14
NID2,nidogen 2,Up,22795,0.0992208612881823,0.3546030353104417,1,1046309,30954,A_23_P163087,FALSE,chr14
TPPP3,tubulin polymerization promoting protein family member 3,Up,51673,0.09940216215707993,0.3551242425404918,1,1043185,28114,CUST_10201_PI416261804,FALSE,chr16
CRLF3,cytokine receptor like factor 3,Down,51379,0.09951106948807156,0.35538653703764217,1,1043447,28345,A_24_P56887,FALSE,chr17
MPI,mannose phosphate isomerase,Up,4351,0.0995473930783443,0.3553895166796933,1,1054073,37592,A_23_P60579,FALSE,chr15
RGS1,regulator of G protein signaling 1,Up,5996,0.09964165761914379,0.35552528077823337,1,1052203,35968,A_23_P97141,FALSE,chr1
CLSTN2,calsyntenin 2,Up,64084,0.09965642731620741,0.35552528077823337,1,1061623,42442,A_32_P42224,TRUE,chr3
ROCK1,Rho associated coiled-coil containing protein kinase 1,Down,6093,0.09969279322432337,0.35552835874229854,1,1021497,8844,CUST_540_PI416408490,FALSE,chr18
SOX1,SRY-box transcription factor 1,Down,6656,0.09987478156858282,0.35592386570383927,1,1051226,35304,A_23_P434416,FALSE,chr13
PPM1N,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)",Up,147699,0.09987478156858282,0.35592386570383927,1,1016841,5101,A_23_P141893,FALSE,chr19
TMEM132B,transmembrane protein 132B,Down,114795,0.09998410168804643,0.35594001638527967,1,1026114,12750,A_32_P153812,FALSE,chr12
VPS53,VPS53 subunit of GARP complex,Down,55275,0.10002056292501157,0.35594001638527967,1,1042057,27089,A_24_P147398,FALSE,chr17_KV766196v1_fix
EFR3B,EFR3 homolog B,Down,22979,0.10002056292501157,0.35594001638527967,1,1015376,4014,CUST_5877_PI416261804,FALSE,chr2
STRIP1,striatin interacting protein 1,Up,85369,0.10005703476378693,0.35594001638527967,1,1037085,22525,A_23_P320457,FALSE,chr1
WDR81,WD repeat domain 81,Down,124997,0.10005703476378693,0.35594001638527967,1,1032573,18395,A_23_P354208,TRUE,chr17_KI270861v1_alt
SLC16A5,solute carrier family 16 member 5,Up,9121,0.1001665038280785,0.35620290104203767,1,1048963,33314,A_23_P159125,FALSE,chr17
IPO13,importin 13,Up,9670,0.10023955305281218,0.3563361321515304,1,1048292,32732,A_23_P115036,FALSE,chr1
TIMM23,translocase of inner mitochondrial membrane 23,Up,100287932,0.10027608854324457,0.3563395140780877,1,1047418,31941,A_23_P373649,FALSE,chr10
LRRC73,leucine rich repeat containing 73,Up,221424,0.10031263464908487,0.35634293131462785,1,1025654,12355,A_24_P737939,FALSE,chr6
SLC7A11,solute carrier family 7 member 11,Up,23657,0.10045892526536603,0.3567360558891402,1,1045453,30167,A_32_P165477,FALSE,chr4
KCNE4,potassium voltage-gated channel subfamily E regulatory subunit 4,Up,23704,0.10049552447737568,0.356739518651698,1,1045433,30147,A_23_P392575,FALSE,chr2
EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2,Down,1979,0.10053213431644453,0.35674301667075675,1,1057304,40101,A_23_P115922,FALSE,chr10
DOK1,docking protein 1,Up,1796,0.10060538588352559,0.35687649105123104,1,1057568,40284,A_23_P5601,FALSE,chr2
PIANP,PILR alpha associated neural protein,Up,196500,0.10075201662781826,0.3572700759599759,1,1033605,19337,A_24_P248185,FALSE,chr12
GABPB2,GA binding protein transcription factor subunit beta 2,Down,126626,0.10078870091065838,0.3572736463431267,1,1035549,21111,A_23_P73208,FALSE,chr1
ACAT2,acetyl-CoA acetyltransferase 2,Up,39,0.10089881762247276,0.3575374238044735,1,1059458,41957,A_23_P383835,FALSE,chr6
KCNH8,potassium voltage-gated channel subfamily H member 8,Down,131096,0.10097228200250007,0.35754470720404374,1,1035306,45287,A_23_P170636,FALSE,chr3
SNED1,"sushi, nidogen and EGF like domains 1",Down,25992,0.10097228200250007,0.35754470720404374,1,1013666,2595,A_23_P365267,FALSE,chr2
KCNQ1,potassium voltage-gated channel subfamily Q member 1,Up,3784,0.10100902004522527,0.3575483657592386,1,1024515,11374,A_23_P429977,FALSE,chr11_KI270831v1_alt
C1QC,complement C1q C chain,Up,714,0.10104578899169174,0.35755213108226186,1,1058710,41288,A_23_P125977,FALSE,chr1
PKM,pyruvate kinase M1/2,Up,5315,0.1010825584695747,0.3575558956249809,1,1053015,36673,A_32_P147241,FALSE,chr15
TIMM8A,translocase of inner mitochondrial membrane 8A,Down,1678,0.10119293085965157,0.3578199186541493,1,1057648,45984,A_23_P217637,FALSE,chrX
ACP6,"acid phosphatase 6, lysophosphatidic",Down,51205,0.101450839764581,0.3586052627612122,1,1043641,28531,A_23_P160240,FALSE,chr1
NKAIN3,sodium/potassium transporting ATPase interacting 3,Up,286183,0.10152462409159675,0.35873944447891665,1,1032237,18116,CUST_511_PI416261804,FALSE,chr8
PITPNB,phosphatidylinositol transfer protein beta,Up,23760,0.10159845114414544,0.3588736824541349,1,1045415,30131,A_23_P17786,FALSE,chr22
PHKG2,phosphorylase kinase catalytic subunit gamma 2,Up,5261,0.10170927186726725,0.3590157794741272,1,1053106,36750,A_24_P296457,FALSE,chr16
BPNT2,inositol monophosphatase domain containing 1,Up,54928,0.10174623348787427,0.3590157794741272,1,1042510,27504,A_24_P166789,FALSE,chr8
ATP5MC1,ATP synthase membrane subunit c locus 1,Up,516,0.10174623348787427,0.3590157794741272,1,1017431,47569,A_24_P186986,TRUE,chr17
DCTN1,dynactin subunit 1,Up,1639,0.10178320580149465,0.3590197333202421,1,1024677,11499,A_23_P142835,FALSE,chr2
GAA,"glucosidase alpha, acid",Up,2548,0.10215351747974244,0.36019905776131717,1,1012321,1505,CUST_11549_PI416261804,FALSE,chr17
TMEM61,transmembrane protein 61,Up,199964,0.10230194204366913,0.3605954409099974,1,1033555,45232,A_23_P11629,FALSE,chr1
UBA1,ubiquitin like modifier activating enzyme 1,Up,7317,0.10241337304159023,0.3608611955096709,1,1050510,34707,A_23_P137209,FALSE,chrX
RARA,retinoic acid receptor alpha,Down,5914,0.10267375426956508,0.3616514158478455,1,1052298,36055,A_32_P5251,FALSE,chr17
GCDH,glutaryl-CoA dehydrogenase,Up,2639,0.10274824554996996,0.36178654393016846,1,1056479,39444,A_23_P90089,FALSE,chr19
ATP5MPL,ATP synthase membrane subunit 6.8PL,Up,9556,0.10278550730715594,0.36179053433176084,1,1048441,32859,CUST_5615_PI416261804,FALSE,chr14
CHD5,chromodomain helicase DNA binding protein 5,Down,26038,0.1030093036099387,0.36232355684928913,1,1045085,29827,CUST_9017_PI416261804,FALSE,chr1
SHFL,shiftless antiviral inhibitor of ribosomal frameshifting,Up,55337,0.1030093036099387,0.36232355684928913,1,1041961,26998,A_24_P236949,FALSE,chr19
EMID1,EMI domain containing 1,Up,129080,0.10312134697959924,0.36246302866047975,1,1035400,20975,A_24_P14634,FALSE,chr22
ZNF558,zinc finger protein 558,Down,148156,0.10312134697959924,0.36246302866047975,1,1034551,20199,A_23_P28015,FALSE,chr19
POMT2,protein O-mannosyltransferase 2,Down,29954,0.10327088885320852,0.3627466530600809,1,1044135,28969,A_24_P111134,FALSE,chr14
BECN1,beclin 1,Up,8678,0.10334572441656074,0.3627466530600809,1,1049435,33743,A_24_P313597,FALSE,chr17
SPIN1,spindlin 1,Up,10927,0.10338315836164079,0.3627466530600809,1,1046812,31405,A_23_P9319,FALSE,chr9
NUDC,"nuclear distribution C, dynein complex regulator",Up,10726,0.10338315836164079,0.3627466530600809,1,1047036,31603,A_23_P74653,FALSE,chr1
LURAP1,leucine rich adaptor protein 1,Down,541468,0.10338315836164079,0.3627466530600809,1,1020298,7849,A_32_P129010,TRUE,chr1
PRKCQ,protein kinase C theta,Down,5588,0.10357048979840286,0.36327666719481827,1,1052676,36384,A_23_P1374,FALSE,chr10
EAF2,ELL associated factor 2,Down,55840,0.10364549787448843,0.3634124704884899,1,1041510,26586,A_23_P252201,FALSE,chr3
MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2",Down,9645,0.10375809093126474,0.36367991690083484,1,1048322,32760,A_23_P24843,FALSE,chr11
TRPV3,transient receptor potential cation channel subfamily V member 3,Down,162514,0.10387078116558829,0.3639475166522747,1,1033960,19653,A_24_P224469,FALSE,chr17
HS3ST5,heparan sulfate-glucosamine 3-sulfotransferase 5,Up,222537,0.10390836618105509,0.3639518639164343,1,1033067,18849,A_24_P226508,FALSE,chr6
WIPI2,"WD repeat domain, phosphoinositide interacting 2",Up,26100,0.1039835686296161,0.3640879217681733,1,1022600,9749,A_23_P215421,FALSE,chr7
POLD3,"DNA polymerase delta 3, accessory subunit",Down,10714,0.10405881431455591,0.36409677377566835,1,1047047,31613,A_32_P182439,FALSE,chr11
KIF26B,kinesin family member 26B,Down,55083,0.10405881431455591,0.36409677377566835,1,1010730,44502,A_23_P63541,FALSE,chr1
NFYA,nuclear transcription factor Y subunit alpha,Down,4800,0.10409645337549561,0.3641012518694422,1,1023759,10690,A_23_P501583,FALSE,chr6
DOK4,docking protein 4,Up,55715,0.10428481094212441,0.36450544390032596,1,1041666,26733,A_24_P48069,FALSE,chr16
PNMA2,PNMA family member 2,Up,10687,0.10428481094212441,0.36450544390032596,1,1024482,11342,A_24_P389415,FALSE,chr8
NKX3-1,NK3 homeobox 1,Down,4824,0.10443569182557072,0.3646509825457689,1,1053692,37250,A_23_P157545,FALSE,chr8
RPS10,ribosomal protein S10,Up,6204,0.10443569182557072,0.3646509825457689,1,1051938,35819,A_23_P356484,FALSE,chr6
SLBP,stem-loop binding protein,Up,7884,0.10443569182557072,0.3646509825457689,1,1050061,34306,A_23_P7101,FALSE,chr4
GRB14,growth factor receptor bound protein 14,Down,2888,0.10454896622013445,0.3647921072224482,1,1056191,39186,CUST_13237_PI416261804,FALSE,chr2
FBXO33,F-box protein 33,Down,254170,0.10454896622013445,0.3647921072224482,1,1032927,18718,A_32_P87769,FALSE,chr14
MRGPRF,MAS related GPR family member F,Down,116535,0.10458674602518116,0.3647968215590958,1,1033268,19034,A_23_P432573,FALSE,chr11
IDH2,isocitrate dehydrogenase (NADP(+)) 2,Up,3418,0.10470015048790857,0.36495268315755536,1,1055208,38575,A_23_P129209,FALSE,chr15
APTX,aprataxin,Down,54840,0.10473797366444355,0.36495268315755536,1,1026166,45041,A_23_P252775,FALSE,chr9
PAMR1,peptidase domain containing associated with muscle regeneration 1,Up,25891,0.10481365256252538,0.36495268315755536,1,1045246,29981,CUST_14513_PI416261804,FALSE,chr11
TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2,Up,23671,0.10481365256252538,0.36495268315755536,1,1045448,30162,CUST_14044_PI416261804,FALSE,chr2
AMPD2,adenosine monophosphate deaminase 2,Up,271,0.10481365256252538,0.36495268315755536,1,1059221,41745,A_23_P201596,FALSE,chr1
